,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
672,2352,...is painted one word.,trust,0,0,0,0,0,0,0,1
673,2353,"""Stark.""",trust,0,0,0,0,0,0,0,1
674,2357,PIETRO: We were trapped for two days.,Neutral,0,0,0,0,0,0,0,0
675,2360,"Every effort to save us,",joy,0,0,0,0,1,0,0,1
676,2361,"every shift in the bricks,",Neutral,0,0,0,0,0,0,0,0
677,2363,"I think, ""This will set it off.""",Neutral,0,0,0,0,0,0,0,0
678,2369,We wait for two days,anticipation,0,1,0,0,0,0,0,0
679,2370,for Tony Stark to kill us.,fear,0,0,0,1,0,1,0,1
680,2375,I know what they are.,Neutral,0,0,0,0,0,0,0,0
681,2378,I wondered why only you two survived Strucker's experiments.,anticipation,0,1,0,0,0,0,1,0
682,2383,Now I don't.,Neutral,0,0,0,0,0,0,0,0
683,2385,We will make it right.,Neutral,0,0,0,0,0,0,0,0
684,2387,You and I can hurt them.,anger,1,0,0,1,0,1,0,0
685,2390,But you will tear them apart,Neutral,0,0,0,0,0,0,0,0
686,2395,from the inside.,Neutral,0,0,0,0,0,0,0,0
687,2403,He's all over the globe.,Neutral,0,0,0,0,0,0,0,0
688,2405,"Robotics labs, weapons facilities, jet propulsion labs.",Neutral,0,0,0,0,0,0,0,0
