,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
1355,6466,Or maybe I'll build a spaceship.,anger,1,0,1,1,0,1,0,0
1356,6467,- You don't know. - He doesn't.,Neutral,0,0,0,0,0,0,0,0
1357,6479,Keep the Tesseract on Earth.,Neutral,0,0,0,0,0,0,0,0
1358,6482,Hidden.,fear,0,0,0,1,0,0,0,0
1359,6483,You sure that's what Marvel would want?,surprise,0,0,0,0,0,0,1,0
1360,6486,Mar-Vell.,Neutral,0,0,0,0,0,0,0,0
1361,6487,That's what I said.,Neutral,0,0,0,0,0,0,0,0
1362,6488,It's two words. Mar. Vell.,trust,0,0,0,0,0,0,0,1
1363,6491,Mar-Vell.,Neutral,0,0,0,0,0,0,0,0
1364,6492,"""Marvel"" sounds a lot better.",surprise,0,0,0,0,0,0,1,0
1365,6493,"You know, like the Marvelettes.",Neutral,0,0,0,0,0,0,0,0
1366,6509,Not ringing any bells?,Neutral,0,0,0,0,0,0,0,0
1367,6510,Keep singing. Maybe it'll come back to me.,anticipation,0,1,0,0,1,1,0,1
1368,6527,I upgraded it.,Neutral,0,0,0,0,0,0,0,0
1369,6529,"Range should be a couple galaxies, at least.",Neutral,0,0,0,0,0,0,0,0
1370,6534,What? You think I'm gonna crank call you?,Neutral,0,0,0,0,0,0,0,0
1371,6537,"For emergencies only, okay?",Neutral,0,0,0,0,0,0,0,0
1372,6545,Well...,Neutral,0,0,0,0,0,0,0,0
1373,6548,if you're ever passing back through this galaxy...,Neutral,0,0,0,0,0,0,0,0
1374,6550,be sure to give a brother a shout.,anger,1,0,0,0,0,0,1,1
1375,6554,Om,Neutral,0,0,0,0,0,0,0,0
1376,6569,We got the ketchup stain off.,disgust,0,0,1,0,0,0,0,0
1377,6576,"Thanks, Lieutenant Trouble.",trust,0,0,0,0,0,0,0,1
1378,6580,Hmm.,Neutral,0,0,0,0,0,0,0,0
1379,6587,"It's hard for me to say goodbye, too.",Neutral,0,0,0,0,0,0,0,0
1380,6604,Go on.,Neutral,0,0,0,0,0,0,0,0
1381,6672,"Glad to have you back, sir. This came for you.",anticipation,0,1,0,0,1,0,0,1
1382,6680,"So, is it true?",Neutral,0,0,0,0,0,0,0,0
